Year	CarringtonRotation	NOAA	StartJulianDay	EndJulianDay	TotalGroupArea	WeightedLongitude	WeightedLatitude	StartPosition	EndPosition	MinLongitude	MaxLongitude	LongitudeRange	MinLatitude	MaxLatitude	LatitudeRange
2003	2000	10296	2452698.942071759	2452710.882210648	9049	173.46417504696652	11.740910597856116	0.06394444444444447	0.9318888888888892	173.03	174.12	1.0900000000000034	11.44	12.0	0.5600000000000005
1978	1666	1060	2443599.839340278	2443605.8661574074	79	35.71632911392405	15.071392405063289	0.08922222222222223	0.4959444444444444	30.05	36.35	6.300000000000002	14.84	15.73	0.8900000000000006
2004	2023	10696t	2453319.033009259	2453324.033009259	18	158.46944444444443	9.185555555555556	0.5907222222222223	0.9074444444444444	352.9	1.81	8.910000000000023	8.95	9.35	0.4000000000000004
2004	2023	10708	2453336.0319097224	2453347.9663425926	2130	36.71391079812207	9.605018779342725	0.023777777777777783	0.9121666666666668	35.46	38.18	2.719999999999999	8.74	10.13	1.3900000000000006
1978	1667	1086	2443616.583333333	2443627.8724537035	3653	188.551157952368	21.049485354503144	0.16494444444444442	0.9628333333333332	183.46	190.79	7.329999999999983	20.34	23.22	2.879999999999999
1978	1668	1112	2443640.87300926	2443650.8203703705	2227	214.03754827121688	20.992653794342164	0.08183333333333337	0.8382222222222222	213.01	217.58	4.570000000000022	19.76	21.44	1.6799999999999995
2011	2114	11289	2455810.890439815	2455823.9639583332	6754	128.6511415457507	23.31551525022209	0.024277777777777804	0.9695555555555556	127.27	130.5	3.230000000000004	22.89	23.67	0.7800000000000011
2011	2115	11309	2455836.7671064814	2455848.9388194443	2022	155.50697329376854	23.12693867457963	0.0684444444444444	0.9439444444444444	153.16	156.55	3.390000000000015	22.67	23.39	0.7199999999999989
2011	2116	11331	2455857.951261574	2455860.2552777776	337	5.190949554896142	9.236765578635016	0.7938888888888889	0.9482777777777778	4.68	7.7	3.0200000000000005	9.05	10.37	1.3199999999999985
2011	2116	11341	2455871.8815277773	2455882.8131712964	2060	55.49412135922331	9.490660194174756	0.08449999999999996	0.8783333333333333	53.5	56.31	2.8100000000000023	9.06	9.83	0.7699999999999996
2011	2116	11344m	2455874.797013889	2455879.821851852	1045	104.05277511961721	-17.643272727272727	0.5407777777777778	0.9576666666666668	99.58	108.37	8.790000000000006	-17.89	-16.98	0.91
2011	2117	11358m	2455891.8223148147	2455891.8223148147	8	154.18	-17.31	0.09099999999999996	0.09099999999999996	154.18	154.18	0.0	-17.31	-17.31	0.0
2013	2141	11849	2456555.5243055555	2456564.54375	468	78.4915170940171	19.697585470085468	0.3283888888888889	0.9666666666666668	72.06	80.58	8.519999999999996	18.61	21.66	3.0500000000000007
2013	2142	11868	2456578.026180556	2456585.9324652776	139	89.03107913669065	19.771798561151076	0.08249999999999996	0.6543888888888888	84.4	95.02	10.61999999999999	18.43	21.7	3.27
2013	2144	11924	2456637.288275463	2456639.851516204	89	151.6419101123595	-12.751685393258427	0.7388333333333333	0.9171111111111108	150.18	152.16	1.9799999999999895	-12.86	-12.57	0.28999999999999915
2013	2145	11938	2456653.288252315	2456664.519444444	877	178.7219612314709	-12.921938426453819	0.057499999999999975	0.8986666666666666	178.09	181.92	3.829999999999984	-15.14	-11.74	3.4000000000000004
2015	2162	12331	2457133.0703819445	2457140.957442129	2333	23.089464209172736	-9.934616373767682	0.3421111111111111	0.9475	19.59	24.37	4.780000000000001	-10.64	-9.57	1.0700000000000005
2015	2163	12344	2457152.850486111	2457162.8015625	687	68.41911208151383	-9.900087336244543	0.055166666666666704	0.8131111111111112	66.54	71.36	4.819999999999993	-11.06	-8.88	2.18
1979	1678	1574	2443919.0389930555	2443931.060868056	14070	148.70383368869938	15.872336176261552	0.10511111111111113	0.9637777777777778	141.44	152.18	10.740000000000007	14.94	16.26	1.3200000000000018
1979	1679	1625	2443943.9162384258	2443952.8309027776	374	172.06965240641713	16.055	0.08972222222222226	0.7163333333333333	169.41	178.72	9.310000000000002	14.82	16.3	1.4800000000000004
1979	1679	1661	2443958.78	2443972.9280671296	15282	320.6196669284125	-24.784267111634602	0.026055555555555544	1.0	316.04	327.35	11.310000000000002	-29.99	-23.43	6.559999999999999
1979	1680	1706	2443985.9473495367	2443995.8476388888	130	333.40861538461536	-25.09846153846153	0.05538888888888888	0.7728888888888891	332.39	334.21	1.8199999999999927	-26.73	-24.26	2.4699999999999993
1979	1686	2038	2444152.692013889	2444163.9312847224	5546	296.6063342949874	11.182852506310857	0.09288888888888887	0.9281111111111112	296.02	298.26	2.240000000000009	9.87	11.59	1.7200000000000006
1979	1687	2090	2444175.7059027776	2444186.85625	2134	345.02815370196817	11.39884723523899	0.06111111111111111	0.9023333333333334	337.16	351.32	14.159999999999966	8.64	12.59	3.9499999999999993
1980	1691	2290	2444281.8600694444	2444293.719791666	314	35.42831210191082	-16.948917197452232	0.10438888888888892	0.9548333333333332	30.87	38.21	7.34	-18.48	-15.87	2.6100000000000008
1980	1692	2324	2444305.772650463	2444317.962013889	1313	67.3943412033511	-16.816557501904043	0.02616666666666664	0.8610555555555556	56.8	69.05	12.25	-18.86	-15.5	3.3599999999999994
1980	1698	2629	2444466.8972453703	2444478.881979166	6688	107.03541118421049	18.51854515550239	0.08127777777777775	0.9466666666666668	104.69	109.46	4.769999999999996	17.38	19.09	1.7100000000000009
1980	1699	2668	2444490.9388425928	2444501.029351852	40	149.81325	18.29725	0.07911111111111108	0.8241666666666666	148.09	151.22	3.1299999999999955	17.77	20.57	2.8000000000000007
1980	1701	2791	2444556.875	2444568.787650463	2027	351.1416132215096	-16.89503700049334	0.032777777777777815	0.9022777777777776	350.47	352.54	2.069999999999993	-17.2	-16.51	0.6899999999999977
1980	1702	2818	2444574.561458333	2444585.9082060186	650	127.83713846153844	24.83436923076923	0.09694444444444446	0.9028888888888889	125.05	129.51	4.459999999999994	23.21	25.48	2.27
1980	1702	2827	2444580.8994560186	2444589.957349537	499	42.639599198396795	-17.02110220440882	0.06288888888888887	0.7526666666666666	39.86	44.78	4.920000000000002	-17.59	-16.27	1.3200000000000005
1980	1702	2843	2444586.8994444446	2444598.542361111	1984	321.87729838709674	6.284294354838711	0.06088888888888885	0.9329999999999999	320.44	324.04	3.6000000000000227	5.55	7.02	1.4699999999999998
1980	1703	2865	2444598.542361111	2444606.9243055554	481	169.05852390852394	24.90101871101871	0.0783333333333333	0.6757222222222222	167.31	170.2	2.8899999999999864	23.73	25.62	1.8900000000000008
